HOLEID,FROM,TO,DOMAIN,ROCKTYPE,WEATH
MAR024,84,85,D2,AvT,MX
MAR024,85,86,D2,AvT,MX
MAR024,86,87,D2,AvT,MX
MAR024,87,88,D2,AvT,MX
MAR024,88,89,D2,AvT,MX
MAR024,89,90,D2,AvT,MX
MAR024,90,91,D2,AvT,MX
MAR024,91,92,D2,AvT,MX
MAR024,92,93,D2,AvT,MX
MAR024,93,94,D2,AvT,MX
MAR024,94,95,D2,AvT,MX
MAR024,95,96,D2,AvT,MX
MAR024,96,97,D2,AvT,MX
MAR024,97,98,D2,AvT,MX
MAR024,98,99,D2,AvT,MX
MAR024,99,100,D2,AvT,MX
MAR024,100,101,D2,AvT,MX
MAR024,101,102,D2,AvT,MX
MAR024,102,103,D2,AvT,MX
MAR024,103,104,D2,AvT,MX
MAR024,104,105,D2,AvT,MX
MAR024,105,106,D2,AvT,MX
MAR024,106,107,D2,AvT,MX
MAR024,107,108,D2,AvT,MX
MAR024,108,109,D2,AvT,MX
MAR024,109,110,D2,AvT,MX
MAR024,110,111,D2,AvT,MX
MAR024,111,112,D2,AvT,MX
MAR024,112,113,D2,AvT,MX
MAR024,113,114,D2,AvT,MX
MAR024,114,115,D2,AvT,MX
MAR024,115,116,D2,AvT,MX
MAR024,116,117,D2,AvT,MX
MAR024,117,118,D2,AvT,MX
MAR024,118,119,D2,AvT,MX
MAR024,119,120,D2,AvT,MX
MAR024,120,121,D2,AvT,MX
MAR024,121,122,D2,AvT,MX
MAR024,122,123,D2,AvT,MX
MAR024,123,124,D2,AvT,MX
MAR024,124,125,D2,AvT,MX
MAR024,125,126,D2,AvT,MX
MAR024,126,127,D2,AvT,MX
MAR024,127,128,D2,AvT,MX
MAR024,128,129,D2,AvT,MX
MAR024,129,130,D2,AvT,MX
MAR024,130,131,D2,AvT,MX
MAR024,131,132,D2,AvT,MX
MAR024,132,133,D2,AvT,MX
MAR024,133,134,D2,AvT,MX
MAR024,134,135,D2,AvT,MX
MAR024,135,136,D3,AvT,MX
MAR024,136,137,D3,AvT,MX
MAR024,137,138,D3,AvT,MX
MAR024,138,139,D3,AvT,MX
MAR024,139,140,D3,AvT,MX
MAR024,140,141,D3,AvT,MX
MAR024,141,142,D3,AvT,MX
MAR024,142,143,D3,AvT,MX
MAR024,143,144,D3,AvT,MX
MAR024,144,145,D3,AvT,MX
MAR024,145,146,D3,AvT,MX
MAR024,146,147,D3,AvT,MX
MAR024,147,148,D3,AvT,MX
MAR024,148,149,D3,AvT,MX
MAR024,149,150,D3,AvT,MX
MAR024,150,151,D3,AvT,MX
MAR024,151,152,D3,AvT,MX
MAR024,152,153,D3,AvT,MX
MAR024,153,154,D3,AvT,MX
MAR024,154,155,D3,AvT,MX
MAR024,155,156,D3,AvT,MX
MAR024,156,157,D3,AvT,MX
MAR024,157,158,D3,AvT,MX
MAR024,158,159,D3,AvT,MX
MAR024,159,160,D3,AvT,MX
MAR024,160,161,D3,AvT,MX
MAR024,161,162,D3,AvT,MX
MAR024,162,163,D3,AvT,MX
MAR024,163,164,D3,AvT,MX
MAR024,164,165,D3,AvT,MX
MAR024,165,166,D3,AvT,PM
MAR024,166,167,D3,AvT,PM
MAR024,167,168,D3,AvT,PM
MAR024,168,169,D3,AvT,PM
MAR024,169,170,D3,AvT,PM
MAR024,170,171,D3,AvT,PM
MAR024,171,172,D3,AvT,PM
MAR024,172,173,D3,AvT,PM
MAR024,173,174,D3,AvT,PM
MAR024,174,175,D3,AvT,PM
MAR024,175,176,D3,AvT,PM
MAR024,176,177,D3,AvT,PM
MAR024,177,178,D3,AvT,PM
MAR024,178,179,D3,AvT,PM
MAR024,179,180,D3,AvT,PM
MAR024,180,181,D3,AvT,PM
MAR024,181,182,D3,AvT,PM
MAR024,182,183,D3,AvT,PM
MAR024,183,184,D3,AvT,PM
MAR024,184,185,D3,AvT,PM
MAR024,185,186,D3,AvT,PM
MAR024,186,187,D3,AvT,PM
MAR024,187,188,D3,AvT,PM
MAR024,188,189,D3,AvT,PM
MAR024,189,190,D3,AvT,PM
MAR024,190,191,D3,AvT,PM
MAR024,191,192,D3,AvT,PM
MAR024,192,193,D3,AvT,PM
MAR024,193,194,D3,AvT,PM
MAR024,194,195,D3,AvT,PM
MAR024,195,196,D3,AvT,PM
MAR024,196,197,D3,AvT,PM
MAR024,197,198,D3,AvT,PM
MAR024,198,199,D3,AvT,PM
MAR024,199,200,D3,AvT,PM
MAR024,200,201,D3,AvT,PM
MAR024,201,202,D3,AvT,PM
MAR024,202,203,D3,AvT,PM
MAR024,203,204,D3,AvT,PM
MAR024,204,205,D3,AvT,PM
MAR024,205,206,D3,AvT,PM
MAR024,206,207,D3,AvT,PM
MAR024,207,208,D3,AvT,PM
MAR024,208,209,D3,AvT,PM
MAR024,209,210,D3,AvT,PM
MAR024,210,211,D3,AvT,PM
MAR024,211,212,D3,AvT,PM
MAR024,212,213,D3,AvT,PM
MAR024,213,214,D3,AvT,PM
MAR024,214,215,D3,AvT,PM
MAR024,215,216,D3,AvT,PM
MAR024,216,217,D3,AvT,PM
MAR024,217,218,D3,AvT,PM
MAR024,218,219,D3,AvT,PM
MAR024,219,220,D3,AvT,PM
MAR024,220,221,D3,AvT,PM
MAR024,221,222,D3,AvT,PM
MAR024,222,223,D3,AvT,PM
MAR024,223,224,D3,AvT,PM
MAR024,224,225,D3,AvT,PM
MAR024,225,226,D3,AvT,PM
MAR024,226,227,D3,AvT,PM
MAR024,227,228,D3,AvT,PM
MAR024,228,229,D3,AvT,PM
MAR024,229,230,D3,AvT,PM
MAR024,230,231,D3,AvT,PM
MAR024,231,232,D3,AvT,PM
MAR024,232,233,D3,AvT,PM
MAR024,233,234,D3,AvT,PM
MAR024,234,235,D3,AvT,PM
MAR024,235,236,D3,AvT,PM
MAR024,236,237,D3,AvT,PM
MAR024,237,238,D3,AvT,PM
MAR024,238,239,D3,AvT,PM
MAR024,239,240,D3,AvT,PM
MAR024,240,241,D3,AvT,PM
MAR024,241,242,D3,AvT,PM
MAR024,242,243,D3,AvT,PM
MAR024,243,244,D3,AvT,PM
MAR024,244,245,D3,AvT,PM
MAR024,245,246,D3,AvT,PM
MAR024,246,247,D3,AvT,PM
MAR024,247,248,D3,AvT,PM
MAR024,248,249,D3,AvT,PM
MAR024,249,250,D3,AvT,PM
MAR024,250,251,D3,AvT,PM
MAR024,251,252,D3,AvT,PM
MAR024,252,253,D3,AvT,PM
MAR024,253,254,D3,AvT,PM
MAR024,254,255,D3,AvT,PM
MAR024,255,256,D3,AvT,PM
MAR024,256,257,D3,AvT,PM
MAR024,257,258,D3,AvT,PM
MAR024,258,259,D3,AvT,PM
MAR024,259,260,D3,AvT,PM
MAR024,260,261,I1,QzP,PM
MAR024,261,262,I1,QzP,PM
MAR024,262,263,I1,QzP,PM
MAR024,263,264,I1,QzP,PM
MAR024,264,265,I1,QzP,PM
MAR024,265,266,I1,QzP,PM
MAR024,266,267,I1,QzP,PM
MAR024,267,268,I1,QzP,PM
MAR024,268,269,I1,QzP,PM
MAR024,269,270,I1,QzP,PM
MAR024,270,271,I1,QzP,PM
MAR024,271,272,I1,QzP,PM
MAR024,272,273,I1,QzP,PM
MAR024,273,274,I1,QzP,PM
MAR024,274,275,I1,QzP,PM
MAR024,275,276,I1,QzP,PM
MAR024,276,277,I1,QzP,PM
MAR024,277,278,I1,QzP,PM
MAR024,278,279,I1,QzP,PM
MAR024,279,280,I1,QzP,PM
MAR024,280,281,I1,QzP,PM
MAR024,281,282,I1,QzP,PM
MAR024,282,283,I1,QzP,PM
MAR024,283,284,I1,QzP,PM
MAR024,284,285,I1,QzP,PM
MAR024,285,286,I1,QzP,PM
MAR024,286,287,I1,QzP,PM
MAR024,287,288,I1,QzP,PM
MAR024,288,289,I1,QzP,PM
MAR024,289,290,I1,QzP,PM
MAR024,290,291,I1,QzP,PM
MAR024,291,292,I1,QzP,PM
MAR024,292,293,I1,QzP,PM
MAR024,293,294,I1,QzP,PM
MAR024,294,295,I1,QzP,PM
MAR024,295,296,I1,QzP,PM
MAR024,296,297,I1,QzP,PM
MAR024,297,298,I1,QzP,PM
MAR024,298,299,I1,QzP,PM
MAR024,299,300,I1,QzP,PM
MAR024,300,301,I1,QzP,PM
MAR024,301,302,I1,QzP,PM
MAR024,302,303,I1,QzP,PM
MAR024,303,304,I1,QzP,PM
MAR024,304,305,I1,QzP,PM
MAR024,305,306,I1,QzP,PM
MAR024,306,307,I1,QzP,PM
MAR024,307,308,I1,QzP,PM
MAR024,308,309,I1,QzP,PM
MAR024,309,310,I1,QzP,PM
MAR024,310,311,I1,QzP,PM
MAR024,311,312,I1,QzP,PM
MAR024,312,313,I1,QzP,PM
MAR024,313,314,I1,QzP,PM
MAR024,314,315,I1,QzP,PM
MAR024,315,316,I1,QzP,PM
MAR024,316,317,I1,QzP,PM
MAR024,317,318,I1,QzP,PM
MAR024,318,319,I1,QzP,PM
MAR024,319,320,I1,QzP,PM
MAR024,320,321,I1,QzP,PM
MAR024,321,322,I1,QzP,PM
MAR024,322,323,I1,QzP,PM
MAR024,323,324,I1,QzP,PM
MAR024,324,325,I1,QzP,PM
MAR024,325,326,I1,QzP,PM
MAR024,326,327,I1,QzP,PM
MAR024,327,328,I1,QzP,PM
MAR024,328,329,I1,QzP,PM
MAR024,329,330,I1,QzP,PM
MAR024,330,331,I1,QzP,PM
MAR024,331,332,I1,QzP,PM
MAR024,332,333,I1,QzP,PM
MAR024,333,334,I1,QzP,PM
MAR024,334,335,I1,QzP,PM
MAR024,335,336,I1,QzP,PM
MAR024,336,337,I1,QzP,PM
MAR024,337,338,I1,QzP,PM
MAR024,338,339,I1,QzP,PM
MAR024,339,340,I1,QzP,PM
MAR024,340,341,I1,QzP,PM
MAR024,341,342,I1,QzP,PM
MAR024,342,343,I1,QzP,PM
MAR024,343,344,I1,QzP,PM
MAR024,344,345,I1,QzP,PM
MAR024,345,346,I1,QzP,PM
MAR024,346,347,D4,AvT,PM
MAR024,347,348,D4,AvT,PM
MAR024,348,349,D4,AvT,PM
MAR024,349,350,D4,AvT,PM
MAR024,350,351,D4,AvT,PM
MAR024,351,352,D4,AvT,PM
MAR024,352,353,D4,AvT,PM
MAR024,353,354,D4,AvT,PM
MAR024,354,355,D4,AvT,PM
MAR024,355,356,D4,AvT,PM
MAR024,356,357,D4,AvT,PM
MAR024,357,358,D4,AvT,PM
MAR024,358,359,D4,AvT,PM
MAR024,359,360,D4,AvT,PM
MAR024,360,361,D4,AvT,PM
MAR024,361,362,D4,AvT,PM
MAR024,362,363,D4,AvT,PM
MAR024,363,364,D4,AvT,PM
MAR024,364,365,D4,AvT,PM
MAR024,365,366,D4,AvT,PM
MAR024,366,367,D4,AvT,PM
MAR024,367,368,D4,AvT,PM
MAR024,368,369,D4,AvT,PM
MAR024,369,370,D4,AvT,PM
MAR024,370,371,D4,AvT,PM
MAR024,371,372,D4,AvT,PM
MAR024,372,373,D4,AvT,PM
MAR024,373,374,D4,AvT,PM
MAR024,374,375,D4,AvT,PM
MAR024,375,376,D4,AvT,PM
MAR024,376,377,D4,AvT,PM
MAR024,377,378,D4,AvT,PM
MAR024,378,379,D4,AvT,PM
MAR024,379,380,D4,AvT,PM
MAR024,380,381,D4,AvT,PM
MAR024,381,382,D4,AvT,PM
MAR024,382,383,D4,AvT,PM
MAR024,383,384,D4,AvT,PM
MAR024,384,385,D4,AvT,PM
MAR024,385,386,D4,AvT,PM
MAR024,386,387,D4,AvT,PM
MAR024,387,388,D4,AvT,PM
MAR024,388,389,D4,AvT,PM
MAR024,389,390,D4,AvT,PM
MAR024,390,391,D4,AvT,PM
MAR024,391,392,D4,AvT,PM
MAR024,392,393,D4,AvT,PM
MAR024,393,394,D4,AvT,PM
MAR024,394,395,D4,AvT,PM
MAR024,395,396,D4,AvT,PM
MAR024,396,397,D4,AvT,PM
MAR024,397,398,D4,AvT,PM
MAR024,398,399,D4,AvT,PM
MAR024,399,400,D4,AvT,PM
MAR024,400,401,D4,AvT,PM
MAR024,401,402,D4,AvT,PM
MAR024,402,403,D4,AvT,PM
MAR024,403,404,D4,AvT,PM
MAR024,404,405,D4,AvT,PM
MAR024,405,406,D4,AvT,PM
MAR024,406,407,D4,AvT,PM
MAR024,407,408,D4,AvT,PM
MAR024,408,409,D4,AvT,PM
MAR024,409,410,D4,AvT,PM
MAR024,410,411,D4,AvT,PM
MAR024,411,412,D4,AvT,PM
MAR024,412,413,D4,AvT,PM
MAR024,413,414,D4,AvT,PM
MAR024,414,415,D4,AvT,PM
MAR024,415,416,D4,AvT,PM
MAR024,416,417,D4,AvT,PM
MAR024,417,418,D4,AvT,PM
MAR024,418,419,D4,AvT,PM
MAR024,419,420,D4,AvT,PM
MAR024,420,421,D4,AvT,PM
MAR024,421,422,D4,AvT,PM
MAR024,422,423,D4,AvT,PM
MAR024,423,424,D4,AvT,PM
MAR024,424,425,D4,AvT,PM
MAR024,425,426,D4,AvT,PM
MAR024,426,427,D4,AvT,PM
MAR024,427,428,D4,AvT,PM
MAR024,428,429,D4,AvT,PM
MAR024,429,430,D4,AvT,PM
MAR024,430,431,D4,AvT,PM
MAR024,431,432,D4,AvT,PM
MAR024,432,433,D4,AvT,PM
MAR024,433,434,D4,AvT,PM
MAR024,434,435,D4,AvT,PM
MAR024,435,436,D4,AvT,PM
MAR024,436,437,D4,AvT,PM
MAR024,437,438,D4,AvT,PM
MAR024,438,439,D4,AvT,PM
MAR024,439,440,D4,AvT,PM
MAR024,440,441,D4,AvT,PM
MAR025,0,1,D1,AvT,OX
MAR025,1,2,D1,AvT,OX
MAR025,2,3,D1,AvT,OX
MAR025,3,4,D1,AvT,OX
MAR025,4,5,D1,AvT,OX
MAR025,5,6,D1,AvT,OX
MAR025,6,7,D1,AvT,OX
MAR025,7,8,D1,AvT,OX
MAR025,8,9,D2,AvT,OX
MAR025,9,10,D2,AvT,OX
MAR025,10,11,D2,AvT,OX
MAR025,11,12,D2,AvT,OX
MAR025,12,13,D2,AvT,OX
MAR025,13,14,D2,AvT,OX
MAR025,14,15,D2,AvT,OX
MAR025,15,16,D2,AvT,OX
MAR025,16,17,D2,AvT,OX
MAR025,17,18,D2,AvT,OX
MAR025,18,19,D2,AvT,OX
MAR025,19,20,D2,AvT,OX
MAR025,20,21,D2,AvT,OX
MAR025,21,22,D2,AvT,OX
MAR025,22,23,D2,AvT,OX
MAR025,23,24,D2,AvT,OX
MAR025,24,25,D2,AvT,OX
MAR025,25,26,D2,AvT,OX
MAR025,26,27,D2,AvT,OX
MAR025,27,28,D2,AvT,OX
MAR025,28,29,D2,AvT,MX
MAR025,29,30,D2,AvT,MX
MAR025,30,31,D2,AvT,MX
MAR025,31,32,D2,AvT,MX
MAR025,32,33,D2,AvT,MX
MAR025,33,34,D2,AvT,MX
MAR025,34,35,D2,AvT,MX
MAR025,35,36,D2,AvT,MX
MAR025,36,37,D2,AvT,MX
MAR025,37,38,D2,AvT,MX
MAR025,38,39,D2,AvT,MX
MAR025,39,40,D2,AvT,MX
MAR025,40,41,D2,AvT,MX
MAR025,41,42,D2,AvT,MX
MAR025,42,43,D2,AvT,MX
MAR025,43,44,D2,AvT,MX
MAR025,44,45,D2,AvT,MX
MAR025,45,46,D2,AvT,MX
MAR025,46,47,D2,AvT,MX
MAR025,47,48,D2,AvT,MX
MAR025,48,49,D2,AvT,MX
MAR025,49,50,D2,AvT,MX
MAR025,50,51,D2,AvT,MX
MAR025,51,52,D2,AvT,MX
MAR025,52,53,D2,AvT,MX
MAR025,53,54,D2,AvT,MX
MAR025,54,55,D2,AvT,MX
MAR025,55,56,D2,AvT,MX
MAR025,56,57,D2,AvT,MX
MAR025,57,58,D2,AvT,MX
MAR025,58,59,D2,AvT,MX
MAR025,59,60,D2,AvT,MX
MAR025,60,61,D2,AvT,MX
MAR025,61,62,D2,AvT,MX
MAR025,62,63,D2,AvT,MX
MAR025,63,64,D2,AvT,MX
MAR025,64,65,D2,AvT,MX
MAR025,65,66,D2,AvT,MX
MAR025,66,67,D2,AvT,MX
MAR025,67,68,D2,AvT,MX
MAR025,68,69,D2,AvT,MX
MAR025,69,70,D2,AvT,MX
MAR025,70,71,D2,AvT,MX
MAR025,71,72,D2,AvT,MX
MAR025,72,73,D2,AvT,MX
MAR025,73,74,D2,AvT,MX
MAR025,74,75,D2,AvT,MX
MAR025,75,76,D2,AvT,MX
MAR025,76,77,D2,AvT,MX
MAR025,77,78,D2,AvT,MX
MAR025,78,79,D2,AvT,MX
MAR025,79,80,D2,AvT,MX
MAR025,80,81,D2,AvT,MX
MAR025,81,82,D2,AvT,MX
MAR025,82,83,D2,AvT,MX
MAR025,83,84,D2,AvT,MX
MAR025,84,85,D2,AvT,MX
MAR025,85,86,D2,AvT,MX
MAR025,86,87,D2,AvT,MX
MAR025,87,88,D2,AvT,MX
MAR025,88,89,D2,AvT,MX
MAR025,89,90,D2,AvT,MX
MAR025,90,91,D2,AvT,MX
MAR025,91,92,D2,AvT,MX
MAR025,92,93,D2,AvT,MX
MAR025,93,94,D2,AvT,MX
MAR025,94,95,D2,AvT,MX
MAR025,95,96,D2,AvT,MX
MAR025,96,97,D2,AvT,MX
MAR025,97,98,D2,AvT,MX
MAR025,98,99,D2,AvT,MX
MAR025,99,100,D2,AvT,MX
MAR025,100,101,D2,AvT,MX
MAR025,101,102,D2,AvT,MX
MAR025,102,103,D2,AvT,MX
MAR025,103,104,D2,AvT,MX
MAR025,104,105,D2,AvT,MX
MAR025,105,106,D2,AvT,MX
MAR025,106,107,D2,AvT,MX
MAR025,107,108,D2,AvT,MX
MAR025,108,109,D2,AvT,MX
MAR025,109,110,D2,AvT,MX
MAR025,110,111,D2,AvT,MX
MAR025,111,112,D2,AvT,MX
MAR025,112,113,D2,AvT,MX
MAR025,113,114,D2,AvT,MX
MAR025,114,115,D2,AvT,MX
MAR025,115,116,D2,AvT,MX
MAR025,116,117,D2,AvT,MX
MAR025,117,118,D2,AvT,MX
MAR025,118,119,D2,AvT,MX
MAR025,119,120,D2,AvT,MX
MAR025,120,121,D2,AvT,MX
MAR025,121,122,D2,AvT,MX
MAR025,122,123,D2,AvT,MX
MAR025,123,124,D2,AvT,MX
MAR025,124,125,D2,AvT,MX
MAR025,125,126,D2,AvT,MX
MAR025,126,127,D2,AvT,MX
MAR025,127,128,D2,AvT,MX
MAR025,128,129,D2,AvT,MX
MAR025,129,130,D2,AvT,MX
MAR025,130,131,D2,AvT,MX
MAR025,131,132,D2,AvT,MX
MAR025,132,133,D2,AvT,MX
MAR025,133,134,D2,AvT,MX
MAR025,134,135,D2,AvT,MX
MAR025,135,136,D3,AvT,MX
MAR025,136,137,D3,AvT,MX
MAR025,137,138,D3,AvT,MX
MAR025,138,139,D3,AvT,MX
MAR025,139,140,D3,AvT,MX
MAR025,140,141,D3,AvT,MX
MAR025,141,142,D3,AvT,MX
MAR025,142,143,D3,AvT,MX
MAR025,143,144,D3,AvT,MX
MAR025,144,145,D3,AvT,MX
MAR025,145,146,D3,AvT,MX
MAR025,146,147,D3,AvT,MX
MAR025,147,148,D3,AvT,MX
MAR025,148,149,D3,AvT,MX
MAR025,149,150,D3,AvT,MX
MAR025,150,151,D3,AvT,MX
MAR025,151,152,D3,AvT,MX
MAR025,152,153,D3,AvT,MX
MAR025,153,154,D3,AvT,MX
MAR025,154,155,D3,AvT,MX
MAR025,155,156,D3,AvT,MX
MAR025,156,157,D3,AvT,MX
MAR025,157,158,D3,AvT,PM
MAR025,158,159,D3,AvT,PM
MAR025,159,160,D3,AvT,PM
MAR025,160,161,D3,AvT,PM
MAR025,161,162,D3,AvT,PM
MAR025,162,163,D3,AvT,PM
MAR025,163,164,D3,AvT,PM
MAR025,164,165,D3,AvT,PM
MAR025,165,166,D3,AvT,PM
MAR025,166,167,D3,AvT,PM
MAR025,167,168,D3,AvT,PM
MAR025,168,169,D3,AvT,PM
MAR025,169,170,D3,AvT,PM
MAR025,170,171,D3,AvT,PM
MAR025,171,172,D3,AvT,PM
MAR025,172,173,D3,AvT,PM
MAR025,173,174,D3,AvT,PM
MAR025,174,175,D3,AvT,PM
MAR025,175,176,D3,AvT,PM
MAR025,176,177,D3,AvT,PM
MAR025,177,178,D3,AvT,PM
MAR025,178,179,D3,AvT,PM
MAR025,179,180,D3,AvT,PM
MAR025,180,181,D3,AvT,PM
MAR025,181,182,D3,AvT,PM
MAR025,182,183,D3,AvT,PM
MAR025,183,184,D3,AvT,PM
MAR025,184,185,D3,AvT,PM
MAR025,185,186,D3,AvT,PM
MAR025,186,187,D3,AvT,PM
MAR025,187,188,D3,AvT,PM
MAR025,188,189,D3,AvT,PM
MAR025,189,190,D3,AvT,PM
MAR025,190,191,D3,AvT,PM
MAR025,191,192,D3,AvT,PM
MAR025,192,193,D3,AvT,PM
MAR025,193,194,D3,AvT,PM
MAR025,194,195,D3,AvT,PM
MAR025,195,196,D3,AvT,PM
MAR025,196,197,D3,AvT,PM
MAR025,197,198,D3,AvT,PM
MAR025,198,199,D3,AvT,PM
MAR025,199,200,D3,AvT,PM
MAR025,200,201,D3,AvT,PM
MAR025,201,202,D3,AvT,PM
MAR025,202,203,D3,AvT,PM
MAR025,203,204,D3,AvT,PM
MAR025,204,205,D3,AvT,PM
MAR025,205,206,D3,AvT,PM
MAR025,206,207,D3,AvT,PM
MAR025,207,208,D3,AvT,PM
MAR025,208,209,D3,AvT,PM
MAR025,209,210,D3,AvT,PM
MAR025,210,211,D3,AvT,PM
MAR025,211,212,D3,AvT,PM
MAR025,212,213,D3,AvT,PM
MAR025,213,214,D3,AvT,PM
MAR025,214,215,D3,AvT,PM
MAR025,215,216,D3,AvT,PM
MAR025,216,217,D3,AvT,PM
MAR025,217,218,D3,AvT,PM
MAR025,218,219,D3,AvT,PM
MAR025,219,220,D3,AvT,PM
MAR025,220,221,D3,AvT,PM
MAR025,221,222,D3,AvT,PM
MAR025,222,223,D3,AvT,PM
MAR025,223,224,D3,AvT,PM
MAR025,224,225,D3,AvT,PM
MAR025,225,226,D3,AvT,PM
MAR025,226,227,D3,AvT,PM
MAR025,227,228,D3,AvT,PM
MAR025,228,229,D3,AvT,PM
MAR025,229,230,D3,AvT,PM
MAR025,230,231,D3,AvT,PM
MAR025,231,232,D3,AvT,PM
MAR025,232,233,D3,AvT,PM
MAR025,233,234,D3,AvT,PM
MAR025,234,235,D3,AvT,PM
MAR025,235,236,D3,AvT,PM
MAR025,236,237,D3,AvT,PM
MAR025,237,238,D3,AvT,PM
MAR025,238,239,D3,AvT,PM
MAR025,239,240,D3,AvT,PM
MAR025,240,241,D3,AvT,PM
MAR025,241,242,D3,AvT,PM
MAR025,242,243,D3,AvT,PM
MAR025,243,244,D3,AvT,PM
MAR025,244,245,D3,AvT,PM
MAR025,245,246,D3,AvT,PM
MAR025,246,247,D3,AvT,PM
MAR025,247,248,D3,AvT,PM
MAR025,248,249,D3,AvT,PM
MAR025,249,250,D3,AvT,PM
MAR025,250,251,D3,AvT,PM
MAR025,251,252,D3,AvT,PM
MAR025,252,253,D3,AvT,PM
MAR025,253,254,D3,AvT,PM
MAR025,254,255,D3,AvT,PM
MAR025,255,256,D3,AvT,PM
MAR025,256,257,D3,AvT,PM
MAR025,257,258,D3,AvT,PM
MAR025,258,259,D3,AvT,PM
MAR025,259,260,D3,AvT,PM
MAR025,260,261,D3,AvT,PM
MAR025,261,262,D3,AvT,PM
MAR025,262,263,D3,AvT,PM
MAR025,263,264,D3,AvT,PM
MAR025,264,265,D3,AvT,PM
MAR025,265,266,D3,AvT,PM
MAR025,266,267,D3,AvT,PM
MAR025,267,268,D3,AvT,PM
MAR025,268,269,D3,AvT,PM
MAR025,269,270,D3,AvT,PM
MAR025,270,271,D3,AvT,PM
MAR025,271,272,D3,AvT,PM
MAR025,272,273,D3,AvT,PM
MAR025,273,274,D3,AvT,PM
MAR025,274,275,D3,AvT,PM
MAR025,275,276,D3,AvT,PM
MAR025,276,277,D3,AvT,PM
MAR025,277,278,D3,AvT,PM
MAR025,278,279,D3,AvT,PM
MAR025,279,280,D3,AvT,PM
MAR025,280,281,D3,AvT,PM
MAR025,281,282,D3,AvT,PM
MAR025,282,283,D3,AvT,PM
MAR025,283,284,D3,AvT,PM
MAR025,284,285,D3,AvT,PM
MAR025,285,286,D3,AvT,PM
MAR025,286,287,D3,AvT,PM
MAR025,287,288,D3,AvT,PM
MAR025,288,289,D3,AvT,PM
MAR025,289,290,D3,AvT,PM
MAR025,290,291,D3,AvT,PM
MAR025,291,292,D3,AvT,PM
MAR025,292,293,D3,AvT,PM
MAR025,293,294,D3,AvT,PM
MAR025,294,295,D3,AvT,PM
MAR025,295,296,D3,AvT,PM
MAR025,296,297,D3,AvT,PM
MAR025,297,298,D3,AvT,PM
MAR025,298,299,D3,AvT,PM
MAR025,299,300,D3,AvT,PM
MAR025,300,301,D3,AvT,PM
MAR025,301,302,D3,AvT,PM
MAR025,302,303,D3,AvT,PM
MAR025,303,304,D3,AvT,PM
MAR025,304,305,D3,AvT,PM
MAR025,305,306,D3,AvT,PM
MAR025,306,307,D3,AvT,PM
MAR025,307,308,D3,AvT,PM
MAR025,308,309,D3,AvT,PM
MAR025,309,310,D3,AvT,PM
MAR025,310,311,D3,AvT,PM
MAR025,311,312,D3,AvT,PM
MAR025,312,313,D3,AvT,PM
MAR025,313,314,D3,AvT,PM
MAR025,314,315,D3,AvT,PM
MAR025,315,316,D3,AvT,PM
MAR025,316,317,D3,AvT,PM
MAR025,317,318,D3,AvT,PM
MAR025,318,319,D3,AvT,PM
MAR025,319,320,D3,AvT,PM
MAR025,320,321,D3,AvT,PM
MAR025,321,322,D3,AvT,PM
MAR025,322,323,D3,AvT,PM
MAR025,323,324,D3,AvT,PM
MAR025,324,325,D3,AvT,PM
MAR025,325,326,D3,AvT,PM
MAR025,326,327,D3,AvT,PM
MAR025,327,328,D4,AvT,PM
MAR025,328,329,D4,AvT,PM
MAR025,329,330,D4,AvT,PM
MAR025,330,331,D4,AvT,PM
MAR025,331,332,D4,AvT,PM
MAR025,332,333,D4,AvT,PM
MAR025,333,334,D4,AvT,PM
MAR025,334,335,D4,AvT,PM
MAR025,335,336,D4,AvT,PM
MAR025,336,337,I1,QzP,PM
MAR025,337,338,I1,QzP,PM
MAR025,338,339,I1,QzP,PM
MAR025,339,340,I1,QzP,PM
MAR025,340,341,I1,QzP,PM
MAR025,341,342,I1,QzP,PM
MAR025,342,343,I1,QzP,PM
MAR025,343,344,I1,QzP,PM
MAR025,344,345,I1,QzP,PM
MAR025,345,346,I1,QzP,PM
MAR025,346,347,I1,QzP,PM
MAR025,347,348,I1,QzP,PM
MAR025,348,349,I1,QzP,PM
MAR025,349,350,I1,QzP,PM
MAR025,350,351,I1,QzP,PM
MAR025,351,352,I1,QzP,PM
MAR025,352,353,I1,QzP,PM
MAR025,353,354,I1,QzP,PM
MAR025,354,355,I1,QzP,PM
MAR025,355,356,I1,QzP,PM
MAR025,356,357,I1,QzP,PM
MAR025,357,358,I1,QzP,PM
MAR025,358,359,I1,QzP,PM
MAR025,359,360,I1,QzP,PM
MAR025,360,361,I1,QzP,PM
MAR025,361,362,I1,QzP,PM
MAR025,362,363,I1,QzP,PM
MAR025,363,364,I1,QzP,MX
MAR025,364,365,I1,QzP,PM
MAR025,365,366,I1,QzP,PM
MAR025,366,367,I1,QzP,PM
MAR025,367,368,I1,QzP,PM
MAR025,368,369,I1,QzP,PM
MAR025,369,370,I1,QzP,PM
MAR025,370,371,I1,QzP,PM
MAR025,371,372,I1,QzP,PM
MAR025,372,373,I1,QzP,PM
MAR025,373,374,I1,QzP,PM
MAR025,374,375,I1,QzP,PM
MAR025,375,376,I1,QzP,PM
MAR025,376,377,I1,QzP,PM
MAR025,377,378,I1,QzP,PM
